id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
804,Male,31,3,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating)","could not keep attention on the screen, eyes seemed to unsharpen",A few seconds,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,4.98E-43,9.73E-50,5.65E-48,9.60E-46,0.143216401,2.01E-48,0.63044404,2.88E-47,7.17E-48,3.49E-48,3.63E-48,9.28E-50,0.139264737,6.31E-51,1.79E-47,3.53E-47,3.55E-48,3.89E-48,3.93E-48,1.13E-51,1.40E-46,3.71E-48,4.34E-43,4.17E-48,3.82E-48,7.54E-51,2.33E-47,3.80E-43,0-3
834,Female,34,3,Didn't time it,Yes,Computer,"Unpleasant, wanted it to stop","Colors other than red and black, noise","dark blue and yellow, some noise, some fractals",hard to tell,Constantly,"Weak, faint, or insubstantial",,a bit anxious,,"In the center, In the periphery",1.52E-12,1.47E-12,3.11E-12,2.36E-12,6.32E-13,1.77E-12,1.41E-12,8.06E-13,1.95E-12,1.02E-12,7.87E-13,8.95E-13,6.36E-13,0.929641076,7.81E-13,6.12E-13,7.65E-13,8.29E-13,8.25E-13,8.25E-13,7.33E-13,8.22E-13,6.12E-13,7.67E-13,8.95E-13,8.77E-13,8.71E-13,5.72E-13,0-3
844,Male,,3,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on",Moiré type patterns,"Darkish moiré type patterns, maybe dark green or black",,,,,"No change, fully alert in the here and now",,,0.000408122,0.156000018,0.00073411,0.000683144,0.000164443,0.011184245,0.000407562,0.000193263,0.000403373,0.000193075,0.00016546,0.34195421,0.000170043,3.41E-07,0.000213278,0.000156461,0.000180168,0.000199438,0.00018216,3.32E-08,0.000205155,0.0001861,0.000159982,0.000174498,0.000245155,6.66E-07,0.000207788,0.000146964,0-3
850,Male,50,3,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Depending on eye muscles and lid openness, it had a strong influence on patterns seen.  Looking up/left or down/right (etc), would alter the patterns.  Sometimes lasers everywhere, sometimes 4 or 6 huge ones like traveling through space.  Sometimes balls - big & small spinning everywhere.  Sometimes balls with fractal patterns.  Sometimes just dancing lights like small firecrackers.  It was a huge variety of patterns to fill the gaps and make sense of.  It was fun to see the brain attempting to fill the void with such a variety of things.  I'm impressed that it selected fractals in various geometries.",A few seconds,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",As if in a dreamlike state,"It was very similar to lucid dreaming.  I could control it to some extent once I had a decent read on the patterns.  And once the eye narrowness or muscles had an obvious effect, I was able to force change by shifting where my eyes looked on the screen or by narrowing one eye, the other, or both.  I cycled through various patterns, but was starting to become bored by the end.  It was relaxing, though.",All over the screen,0.090025185,0.035822264,0.109783033,0.774298741,0.22245468,0.945403907,0.383547335,0.021151482,0.05402178,0.023416228,0.018952468,0.024103836,0.164504301,0.700567105,0.024494384,0.016166637,0.018498391,0.020322541,0.020598773,0.007429254,0.021025877,0.020861812,0.07571479,0.01972335,0.02367338,0.02020563,0.021697877,0.065493468,0-3
860,Male,36,3,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Diamond and circular shapes. Few times a spiral funnel swirling down/spinning. ,1-2 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"As if in a dreamlike state, Lost a sense of space",Felt like I could slip into a dream state and space out. ,In the center,0.022454324,0.022575283,0.065078656,0.036567536,0.008973178,0.030932312,0.020773286,0.012061254,0.640015653,0.012515176,0.010265023,0.015529111,0.009220354,4.34E-11,0.011814387,0.008388034,0.010412914,0.011232294,0.010943858,6.19E-12,0.011327478,0.011410801,0.008865907,0.010530994,0.012630386,4.63E-11,0.013793879,0.008203334,0-3
902,Female,39,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Distortions/images were subtle and simple. Sometimes a blurry grid of red and black, sometimes a diagonal line situated near the center of the screen, from bottom left to top right (always at the same angle, weirdly) that would stay for a second or two then disappear. A blurry sphere emerged at one point, for just a few seconds. There was one point where the screen stayed entirely black for a relatively long time, maybe half a second, or up to a second.",5-7 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"Felt a little altered and out of it, with spikes of anxiety. I'm often pretty photosensitive--I always like the lights, especially at night, to be dimmer than other people, and I live in sunglasses. So I had some paranoia that I could be hurting myself somehow. ",,In the center,0.992429452,0.034037678,0.06547626,0.063852771,0.014169669,0.040891821,0.03481866,0.017228223,0.053390175,0.025064035,0.01692166,0.023236038,0.014334938,0.00570372,0.017770652,0.013388439,0.016624857,0.019803327,0.019845297,0.002494466,0.017634314,0.017692814,0.013252908,0.01729583,0.024368726,0.020889329,0.019040588,0.012102391,0-3
927,Female,40,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","eagle coming towards me, a beach and coast line from what apperead to be  a cliff, an old boat rolling down a hill to my right, more coastline but in the distance, a large bat (that was the first thing) ",5-7 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,0.043028344,1.81E-10,0.068919121,0.039827919,0.020601666,0.021048828,0.044665374,0.039668858,0.042747088,0.02472914,0.023833521,2.14E-10,0.019363128,1.70E-17,0.026360564,0.018392801,0.033401983,0.031487703,0.02614324,9.36E-19,0.027572315,0.036249206,0.019138981,0.026964886,0.027101231,1.19E-16,0.037239899,0.017440106,0-3
931,Male,60,3,10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Echoes of my face reflected in the screen, added ""fake 3d"" effect of disconnected layers",5-7 minutes,Frequently,"Clear, but not vivid","Constant, morphing from one image to the next","No change, fully alert in the here and now",,In the periphery,0.071924787,9.50E-37,0.071204454,0.052345005,0.022837293,0.023698992,0.067179263,0.024513141,0.049783637,0.023702654,0.022628784,1.24E-36,0.023122618,7.86E-44,0.028659689,0.021569577,0.021997282,0.024235423,0.024816791,4.11E-45,0.027337677,0.023157857,0.02039194,0.024848415,0.025746872,3.51E-43,0.022710563,0.018258613,0-3
936,Male,56,3,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",electrons bouncing in all directions,A few seconds,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next",As if in a dreamlike state,semi hypnotic state,All over the screen,0.012547473,0.013033652,0.032616786,0.022230435,0.004814348,0.017162558,0.01144424,0.005939261,0.017618249,0.007147022,0.005529672,0.009809009,0.004986669,0.015556963,0.006140188,0.004558626,0.00547146,0.006136964,0.006022057,6.71E-183,0.005919237,0.005876782,0.004687804,0.005608328,0.007280648,0.006968248,0.006707296,0.004324779,0-3
985,Male,20,3,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","Faces, animals, a rocket taking off, waves",5-7 minutes,Infrequently,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,In the center,0.027863825,0.010434093,0.036451296,0.030985219,0.013123822,0.017913679,0.028043645,0.55278659,0.023258784,0.012852838,0.01262179,0.006881123,0.012521489,0.00689594,0.016713483,0.011571468,0.015965338,0.015298102,0.013562463,0.002334062,0.017737251,0.019590976,0.012488596,0.014235397,0.013337397,0.006434533,0.036748237,0.01134856,0-3
988,Prefer not to say,26,3,Less than 10min.,No,Computer,"Enjoyable, didn't want it to stop","Complex objects (e.g., animals, faces, buildings)","Faces, Scary faces, Dead faces, Pulsating dots, A butterfly, A growing pillar...",A few seconds,Constantly,"Clear, vivid, and/or bright","Constant, morphing from one image to the next",Lost a sense of space,,All over the screen,0.000128611,3.18E-05,0.000133656,0.000126255,6.13E-05,6.43E-05,0.000130372,0.998189494,8.87E-05,4.63E-05,4.69E-05,2.19E-05,5.82E-05,1.59E-05,7.65E-05,5.16E-05,5.61E-05,5.53E-05,5.04E-05,4.97E-06,9.30E-05,6.46E-05,5.86E-05,5.37E-05,4.98E-05,1.50E-05,0.000174374,5.24E-05,0-3
1001,Male,24,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Faint grids, swirling",A few seconds,Infrequently,,,Became relaxed or sleepy,,,0.02436588,0.023316003,0.050156534,0.041405622,0.009274953,0.031196353,0.022562489,0.011036111,0.03511778,0.013953722,0.01053452,0.017472338,0.009659034,0,0.012021943,0.008775627,0.010330656,0.011924189,0.011906728,0,0.011417893,0.011167694,0.008926443,0.010783562,0.014141438,0,0.012035226,0.008155838,0-3
1010,Prefer not to say,23,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Faint yellow outlines of: cubes corner-on, an Eiffel-tower-type shape seen from near the arches looking up, cityscape-like arrangements of rectangles",1-2 minutes,Infrequently,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,In the center,9.13E-10,3.22E-10,0.922925773,1.14E-09,3.74E-10,8.17E-09,8.66E-10,5.40E-10,1.08E-09,4.94E-10,4.19E-10,2.76E-10,3.84E-10,1.59E-10,5.28E-10,3.43E-10,4.42E-10,4.77E-10,4.54E-10,4.52E-11,4.96E-10,5.00E-10,3.71E-10,4.45E-10,5.18E-10,1.22E-10,6.33E-10,3.39E-10,0-3
1042,Female,55,3,Less than 10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)",First I noticed a faint outline of a man's face over the whole screen then green color on and off and the last thing I saw was circles inside circles in the center,1-2 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,"In the center, All over the screen",0.047713189,0.033300456,0.052114384,0.061136168,0.016356649,0.036903913,0.048151559,0.018536943,0.035029017,0.016641887,0.015878301,0.020095451,0.016554487,4.04E-08,0.021162288,0.015083472,0.015929397,0.017452634,0.017370853,4.39E-17,0.021024654,0.016826891,0.014760527,0.017650229,0.018555899,0.017455583,0.017000687,0.013168711,0-3
1043,Female,14,3,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)",first i saw a bridge in the sea it was raining then i saw an old man face it was a little scary,A few seconds,Frequently,"Clear, but not vivid",Persisting several seconds,Lost a sense of space,"reality perception changed, as if you had just woken up from a dream","In the center, In the periphery",3.97E-16,3.10E-17,4.25E-16,3.96E-16,2.10E-16,1.63E-16,4.45E-16,2.45E-16,6.06E-16,1.74E-13,1.73E-14,2.51E-17,1.88E-16,5.96E-18,2.38E-16,1.95E-16,0.210062875,0.339484678,2.22E-14,1.25E-18,2.35E-16,0.195434622,1.79E-16,1.94E-14,2.97E-16,7.09E-18,2.27E-16,1.62E-16,0-3
1065,Non binary,31,3,Didn't time it,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","First red and black flashes. Soon after geometric patterns, followed by swirling and distortions of the patterns creating shape forms of there own. After about 2-3 minutes of this swathes and splashes of watercolors flashed over the geometric kalidascoping.",1-2 minutes,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid","Constant, morphing from one image to the next","No change, fully alert in the here and now, Lost a sense of space",Like the first time being stoned on pot minus the euphoria and munchies.,"In the center, In the periphery, All over the screen",0.036931272,0.017118717,0.032396701,0.999999998,0.01324566,0.019030762,0.034377635,0.012120545,0.654672038,0.011095491,0.009706502,0.010898198,0.013261655,0.008345503,0.012917152,0.011267845,0.010535098,0.011962556,0.010870279,0.002812325,0.014577573,0.010499165,0.012171373,0.010191287,0.01483701,0.005446254,0.012335511,0.011155198,0-3
1089,Male,50,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","flash of spot light, black spots. ",A few seconds,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,8.59E-22,0.145557469,1.40E-21,1.10E-21,3.35E-22,0.182343373,8.73E-22,3.94E-22,8.17E-22,3.85E-22,3.33E-22,0.295280619,3.45E-22,6.69E-41,4.34E-22,3.15E-22,3.58E-22,3.99E-22,3.68E-22,1.83E-42,4.33E-22,3.70E-22,3.20E-22,3.53E-22,4.86E-22,8.09E-40,4.13E-22,2.92E-22,0-3
1137,Male,14,3,10min.,No,Computer,No feeling about it one way or the other,"When I kept looking at one place on my monitor, i stopped perceive red colour","flicking image, at one time i could see red and other times i saw black",A few seconds,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,As if in a dreamlike state,i felt like if i emerged into the screen for a couple of seconds,In the periphery,0.999999997,1.39E-15,6.28E-15,2.61E-14,8.93E-15,2.88E-15,2.31E-14,3.89E-15,4.75E-15,2.35E-15,2.15E-15,1.00E-15,9.03E-15,3.09E-16,3.83E-15,3.91E-15,2.28E-15,2.48E-15,2.34E-15,8.01E-17,5.93E-15,2.29E-15,8.24E-15,2.27E-15,2.85E-15,2.47E-16,3.80E-15,7.57E-15,0-3
1150,Male,35,3,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests), flying over a body of water","Fly fast over body of water, sonic the hedgehog running *left*, swirling shapes that constantly changed forms. ",They began to emerge immediately,Constantly,Clear and moderately vivid,Persisting several seconds,As if in a dreamlike state,,In the center,1.56E-107,1.60E-159,1.97E-132,1.63E-107,6.35E-108,6.13E-133,1.48E-107,7.52E-108,0.20098709,0.073829717,0.052417172,2.36E-159,6.57E-108,2.37E-164,7.96E-108,6.01E-108,0.048210667,0.055843527,0.059727163,1.39E-165,7.55E-108,0.053045396,6.08E-108,0.052138991,6.35E-94,6.61E-164,8.08E-108,5.56E-108,0-3
1153,Male,19,3,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","flying snowflakes, exploding particles",5-7 minutes,1 or 2 times in the whole experience,Clear and moderately vivid,Brief moment or flash,Became relaxed or sleepy,,In the periphery,0.00752763,0.007726084,0.014804141,0.012757887,0.002997776,0.008544685,0.007100248,0.003810895,0.009187086,0.005000082,0.003525886,0.005218413,0.002999926,0.011461665,0.003819613,0.002887965,0.003703564,0.004258069,0.003986358,0.004309359,0.00365803,0.003880539,0.002841462,0.003579153,0.005341671,0.004617333,0.004267208,0.002623041,0-3
1166,Male,38,3,Longer than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","For the first couple of minutes, I felt like I could see a VERY vague backdrop of interlocking geometric shapes, like the panels of a soccer ball if it were laid out flat. Once that faded, I never really saw any shapes again, though for a while it did kind of feel as though what I was seeing was slightly responsive to the music I was listening to, with redness or blackness seeming to wash over the screen and linger for several seconds when the music reached a dramatic moment. There were times where the bursts of light had a sense of directional movement to them, either moving diagonally or from one side of the screen to the other. Near the end, there was kind of a vague sensation of moving though a tunnel. Overall, viewing the Ganzflicker was a mildly enjoyable experience. Similar to experiences I've had when trying to meditate, the most unpleasant aspect was that I couldn't really get my mind to quiet down. ",A few seconds,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now","My mind stayed very ""meta"" throughout the whole experience. I kept thinking about what I might have just seen or what I wanted to see or why I might be different from people who do see more intense hallucinations. I think this kind of kept me from having a more conscious altering experience.",In the center,0.067598273,0.008109683,0.544723156,0.061016594,0.358498205,0.209641981,0.062286847,0.023985526,0.051638175,0.025332191,0.98370056,0.004727593,0.103367734,0.008579016,0.026869221,0.02168605,0.022802453,0.025526633,0.025645347,0.003395819,0.026828811,0.023437394,0.020109099,0.02465237,0.028703768,0.004658123,0.023383356,0.018210565,0-3
1168,Female,,3,10min.,Yes,iPad,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","For the first few minutes, movement of shapes and colours as though they were travelling through tunnels or along roads, mainly from top right to centre then off bottom right. Later, cartoon-like images, drawn in thin, yellow-coloured scratchy lines. When I blinked or closed then opened my eyes firmly, I could see a plain red screen for a moment.  Mostly the screen was red/ orange/ green flashing, not one colour.  None of the images were clear and none lasted long (lasted a few seconds only).  ",A few seconds,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now, No change.  Maybe could have relaxed after more time but started wondering about the time halfway through.",,"In the center, In the periphery",0.999323409,0.035028405,0.088390744,0.061187704,0.020543941,0.034451157,0.057717366,0.030380141,0.046824742,0.021877121,0.020635508,0.019404816,0.021443972,0.013300412,0.999999996,0.01819967,0.022180688,0.023874747,0.022313707,0.001178657,0.029226787,0.025644826,0.02059119,0.022865668,0.024131602,0.017612879,0.02680525,0.018241148,0-3
1173,Female,50,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Four ""telephone wires"", (no poles), mid-left, 1/3 way from computer screen edge receding toward center of screen. Entire screen blinking blue for a split second then back to red and black.",A few seconds,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Persisting several seconds,"Lost a sense of time, Lost a sense of space","It reminded me of meditating but slightly irritating. I did not think about how much time had passed and I could have kept going, but I felt like I wanted something to stop or smooth out, like a sensory stutter. I was focused and distracted at the same time, but it was also easier to attend to than blankness is during meditation.",In the center,0.999999997,0.006036495,0.012746775,0.020792221,0.006186486,0.007589896,0.016040375,0.005037114,0.008860123,0.004318521,0.004027636,0.003782249,0.006257317,0.002967281,0.005423944,0.004892988,0.004130458,0.004450964,0.004336464,0.001061171,0.006136062,0.004170815,0.005677119,0.004263538,0.004969112,0.001875495,0.004888348,0.005225604,0-3
1203,Female,42,3,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","fractals, geometric shapes",A few seconds,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now, Became relaxed or sleepy",,In the center,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-3
1206,Male,35,3,Didn't time it,No,Mobile phone,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Fractals, rotating patterns, looking intensely enough; shades of orange, green, and yellow.. brief periods of as if speeding through a bunch of 8 bit squares",They began to emerge immediately,Constantly,"Clear, but not vivid, Clear and moderately vivid","Brief moment or flash, 1-2 seconds, Constant, morphing from one image to the next",Became relaxed or sleepy,"It felt as though had I followed the directions, bigger screen, lights off, white noise, it would have felt quite similar to a very low LSD dose, perhaps the come-up of psilocybin mushrooms.",In the center,1.02E-08,9.87E-09,2.11E-08,1.59E-08,4.23E-09,1.20E-08,9.45E-09,5.41E-09,1.34E-08,6.92E-09,5.29E-09,6.05E-09,4.26E-09,0.899509385,5.23E-09,4.09E-09,5.11E-09,5.56E-09,5.56E-09,5.59E-09,4.92E-09,5.50E-09,4.09E-09,5.15E-09,6.02E-09,5.90E-09,5.86E-09,3.82E-09,0-3
1235,Male,13,3,10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Geometric objects,1-2 minutes,Constantly,"Weak, faint, or insubstantial","Brief moment or flash, 1-2 seconds","No change, fully alert in the here and now",,,0.000130645,4.76E-05,0.856270491,0.000164265,5.54E-05,0.001295573,0.000122364,7.60E-05,0.000163361,7.16E-05,6.23E-05,3.79E-05,5.74E-05,2.30E-05,7.20E-05,5.11E-05,6.33E-05,6.65E-05,6.50E-05,6.97E-06,6.80E-05,7.00E-05,5.62E-05,6.38E-05,7.09E-05,1.58E-05,8.43E-05,5.25E-05,0-3
1253,Male,35,3,Less than 10min.,Yes,Mobile phone,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Text","Geometric patterns, texts",A few seconds,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next",Stressed,"I was relax, the flicker made me uncomfortable ",In the center,0,0,0.999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-3
1258,Female,74,3,10min.,Yes,Tablet,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Geometric rays radiating from center,A few seconds,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,0.053730884,0.022933504,0.121347342,0.094344591,0.021571015,0.073521461,0.050784999,0.027110005,0.084331784,0.032036459,0.025020633,0.036305691,0.022348608,2.06E-29,0.026919546,0.020166725,0.024366395,0.027241689,0.027189553,2.39E-31,0.026837968,0.026213623,0.021027652,0.025255403,0.030778477,1.14E-27,0.030245462,0.019414258,0-3
1271,Male,44,3,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Geometric shapes in yellowish flashes. Some were rectangular, some rotated on center like a clock, propeller or ceiling fan. ",A few seconds,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,"In the center, In the periphery",0.053008766,0.005886632,0.077255093,0.08243445,0.020161724,0.023867778,0.052508204,0.022434898,0.545036894,0.024614724,0.020514951,0.004357099,0.02032107,0.004371462,0.024608954,0.019481897,0.022114985,0.025510075,0.023218098,0.001365085,0.024608684,0.022305694,0.018716674,0.021487395,0.033526054,0.002634152,0.023738365,0.017136973,0-3
1275,Male,39,3,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Geometric shapes rotating, from both sides and in different directions. Sometimes colours close to blue and yellow.",A few seconds,Constantly,"Weak, faint, or insubstantial, Clear, but not vivid","Persisting several seconds, Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.043837916,0.307684784,0.109407978,0.044793576,0.017899987,0.030851899,0.0407345,0.022593866,0.078457291,0.026897299,0.021509003,0.019606712,0.018697753,0.01085027,0.022738977,0.016725329,0.020161228,0.022220043,0.0229316,0.003775506,0.021608903,0.022338246,0.017690079,0.021393344,0.023901418,0.007292659,0.024729514,0.016337623,0-3
1290,Female,28,3,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",Geometric shapes. Flashes of white light,1-2 minutes,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,"Became relaxed or sleepy, As if in a dreamlike state",,All over the screen,0.037057803,0.018283162,0.820577542,0.271941605,0.013357595,0.019808495,0.033853039,0.012342001,0.022973089,0.011682524,0.010027602,0.011836609,0.013365946,0.008716224,0.012862927,0.011389534,0.010873767,0.012363883,0.011196345,0.003015235,0.014612623,0.010784847,0.012364215,0.010450271,0.015589542,0.00566432,0.012929968,0.011403416,0-3
1303,Female,70,3,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Geometry shapes,1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",Felt no change in my state of consciousness ,In the periphery,5.38E-06,1.96E-06,0.885148827,6.78E-06,2.28E-06,5.34E-05,5.04E-06,3.12E-06,6.72E-06,2.94E-06,2.56E-06,1.57E-06,2.36E-06,9.43E-07,2.97E-06,2.10E-06,2.60E-06,2.74E-06,2.67E-06,2.87E-07,2.80E-06,2.88E-06,2.31E-06,2.62E-06,2.92E-06,6.51E-07,3.47E-06,2.16E-06,0-3
1304,Male,46,3,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Geometry, DNA, bubbles, robots hahaha.",5-7 minutes,Frequently,"Weak, faint, or insubstantial","Persisting several seconds, Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.04695594,3.40E-28,0.096197318,0.051244084,0.01835014,0.026936121,0.043372571,0.02281654,0.090841477,0.031016312,0.022612412,5.30E-28,0.018832741,3.74E-35,0.022957178,0.017258145,0.021072921,0.024015591,0.024897708,1.99E-36,0.022459696,0.022971578,0.01757994,0.022541787,0.026971591,1.57E-34,0.025169356,0.016142951,0-3
1308,Male,39,3,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)","gometric shapes, suddenly an open eye, yellow",1-2 minutes,Infrequently,"Clear, but not vivid",1-2 seconds,Became relaxed or sleepy,,In the center,0.059517917,0.02554001,0.078458877,0.088483953,0.027241229,0.054837529,0.090905739,0.031500543,0.051250828,0.025703738,0.023975005,0.031028637,0.026965232,8.11E-19,0.03501517,0.024499262,0.02614302,0.02964384,0.027249133,7.85E-21,0.041496361,0.027086594,0.024110284,0.026549465,0.031656468,5.07E-17,0.02694752,0.0212414,0-3
