id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length
1350,Male,32,2,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'square', 'focus', 'small', 'fractal', 'real', 'definition', 'anything']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the center,12.5,1.7745376698571427,0.9685368725714285,1.74654629,1.365360370857143,1.012079441142857,3.450733842142857,1.1212105897142857,1.618330841,2.9497149737142863,1.272491803714286,0.955702983,3.5229142932857136,2.9497149737142863,3.75208096,-0.9806776317208589,8
1351,Female,60,9,10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['grid', 'pattern', 'overall', 'line', 'moving', 'left', 'right', 'orange', 'blue']",1-2 minutes,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.0,0.9393179300000001,0.5536014599999999,1.252481557888889,0.7802669801111112,0.4876829873333333,3.523798876333333,1.2272875698888888,1.824436627222222,2.6242638162222227,1.1486201193333334,0.9113020659999999,3.5695505102222223,2.7504702046666663,3.656797495333334,1.2451881413612125,9
1352,Male,42,4,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'pattern', 'curved', 'line', 'repeated', 'geometric', 'pattern']",A few seconds,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.0,1.274411519142857,0.04975981628571429,1.2966607695714285,0.2676882155714286,0.05763796742857143,3.6823093272857146,0.5943652021428572,1.2579408077142857,2.3493021769999998,0.641828837,0.47372045299999993,3.765016094142857,2.4207307484285714,3.765016094142857,-0.3447159822688385,7
1353,Male,33,1,Longer than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'pattern', 'circle', 'thought', 'might', 'artifact', 'reflection', 'changed', 'angle', 'viewed', 'looked', 'place', 'besides', 'center', 'centred', 'center', 'vision', 'stay', 'middle']",1-2 minutes,Frequently,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now","It felt a little bit like when I start to try to medidate but am not getting into the headspace, like I am bored and not distracted by thoughts, but not able to get ""in the zone"" of meditating .",In the center,21.052631578947366,0.8297523219333331,0.10224515540000002,1.0573168214000002,0.8488739822666667,0.22597293893333334,3.3523105148666668,0.7439020754666666,1.3472966729999996,2.4187037856666667,0.6543736794666667,0.6714018706666667,3.4989771815333337,2.4642593412,3.5665210412,-1.298658456446869,19
1354,Male,58,8,Less than 10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'something', 'like', 'honeycomb']",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,"No change, fully alert in the here and now",,All over the screen,0.0,1.225490196,1.6155462185,1.89845938375,1.37394958,1.4719887955,3.08928571425,1.30389420525,2.2292663475,2.86071238725,2.125,1.2991759704999999,3.41071428575,2.9061669325,3.7070433437499997,0.9272073166352024,4
1356,Female,21,7,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'semi', 'random', 'black', 'splotch', 'book', 'flicking', 'page']",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,Became relaxed or sleepy,Sleepy but it was also late at night so could have been a combination of things,All over the screen,12.5,1.0268096711428571,0.09991329857142858,1.3200023868571427,0.3928595998571428,0.23774000828571426,3.766520643285714,0.4295321637142857,1.637776258714286,2.401917673,0.6194463431428571,0.4324751271428572,3.766520643285714,2.4947748158571423,3.766520643285714,0.6092264919091922,8
1357,Male,30,5,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['geometric', 'pattern', 'bouncing', 'fine', 'spike', 'square', 'grid']",They began to emerge immediately,Constantly,Clear and moderately vivid,Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.0,0.9143692565714285,0.15944579585714286,1.4505258242857142,0.648665168,0.13459506599999999,3.4934056955714285,0.9427287581428573,1.6809373748571428,2.3184540482857146,0.5643757504285715,0.5672852474285713,3.5009244925714285,2.5898826197142855,3.536728287714286,-0.026735157542828254,7
1358,Male,31,7,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['line', 'moving', 'inward', 'towards', 'center', 'point', 'parallel', 'perpendicular', 'straight', 'diagonal', 'angle', 'kind', 'like', 'firework', 'instead', 'bursting', 'outwards', 'starting', 'outward', 'focusing', 'single', 'center', 'point']",1-2 minutes,"Frequently, Constantly","Clear, but not vivid",Brief moment or flash,"Became anxious, I got warm, like my body temp went up and after I finished I had to take my hoodie off",,,8.695652173913043,1.1433915672380952,0.1609867631904762,1.1324282636190477,0.8517881421904764,0.22488039080952374,3.393231269142857,1.1209430517142858,1.6705441389047617,2.1717519775238094,0.980893399952381,0.9310881525714285,3.454455758952381,2.3905053388095236,3.512529983047619,0.6092264919091922,23
1360,Male,27,8,10min.,No,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'line', 'bottom', 'top', 'warping', 'pattern', 'looked', 'like', 'spike', 'protruding', 'edge', 'middle', 'warping', 'repeatedly', 'associated', 'losing', 'focus', 'time']",1-2 minutes,Frequently,"Clear, but not vivid",Brief moment or flash,"Became relaxed or sleepy, Lost a sense of time","At first I became visually aware of my nose, then it went away and I started waiting for patterns to appear. when they started appearing relaxed a little and then felt a little sleepy. I was surprised when the 10 minute white noise track finished, I thought it was going to last longer, and when it ended I felt like I was kicked back into my usual state",All over the screen,11.11111111111111,1.1464304910625,0.22372548256249997,1.2905117034375002,1.095225848,0.2126257355625,3.3245334921250005,0.7951128286874999,1.3229765323125,2.290754306125,0.8065098808125,0.6554216691250001,3.4257239683125005,2.404655908,3.6409854292500006,0.9272073166352024,18
1361,Female,40,6,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests)","['grid', 'point', 'symmetrical', 'pattern', 'forest', 'time', 'line', 'moving', 'center', 'road', 'perspective', 'moving', 'forward', 'landscape', 'moving', 'right', 'left', 'second', 'couple', 'time', 'yellow', 'several', 'time', 'mostly', 'periphery']",1-2 minutes,"Frequently, Constantly","Weak, faint, or insubstantial, Clear, but not vivid","Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state, Lost a sense of time",10 minutes went by pretty fast it seemed. eyes got tired and was in a sort of trance.,"In the center, All over the screen",0.0,1.07407739932,0.09102195340000002,1.0374881633600002,0.9685747567999999,0.25645976808,3.3024069800399998,1.49833309724,1.7681740619599997,2.5945555753600003,0.9997053650399998,1.0252625442,3.3424069799999994,2.80903072368,3.5508038731200005,0.29124566718318196,25
1363,Female,28,6,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['grid', 'tunnel', 'color', 'really', 'wondering', 'really', 'red', 'black']",A few seconds,Constantly,"Clear, but not vivid",1-2 seconds,"Became relaxed, somewhat enjoying the visuals and sounds, but they were a bit annoying for the eyes, at least in the beggining.",No,,12.5,0.9556882401428572,0.2939087915714286,0.6684775662857143,0.8625755564285714,0.3239422085714286,3.0826821955714285,0.602054155,0.8229691875714286,2.4127917834285713,0.7902427637142858,0.4502801121428571,3.3635092632857146,2.4342203548571426,3.484937834714286,0.29124566718318196,8
1364,Female,60,4,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'mostly', 'black']",1-2 minutes,Frequently,Clear and moderately vivid,Persisting several seconds,Felt anxious and foggy,Was afraid of what might pop up.  My head felt like there was a vacuum in my head,In the periphery,0.0,0.6492374726666666,0.11220043566666665,0.631808279,0.376906318,0.14923747266666668,3.4346405226666668,0.5592592593333333,1.0944444443333332,1.9759259259999997,0.6166666666666667,0.5851851853333333,3.4346405226666668,1.9759259259999997,3.4346405226666668,-0.3447159822688385,3
1365,Male,35,2,10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['grid', 'mostly', 'resembling', 'different', 'texture']",1-2 minutes,Frequently,"Weak, faint, or insubstantial",1-2 seconds,Became relaxed or sleepy,"aware of time, but just always asking if it's been 10 minutes yet.",All over the screen,20.0,1.07372598175,0.48924394325,1.8435672515,0.85233918125,0.50261069325,3.07863408525,0.87916666675,1.7999999999999998,2.1694444445,1.2125,0.765277778,3.38126566425,2.4611111112499997,3.38126566425,-0.9806776317208589,5
1366,Male,63,6,10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'box', 'right', 'angle']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",somewhat annoyed that I wasted 10 minutes,In the center,0.0,0.5959429825,0.09703947375,1.7560307017499999,0.6683114035,0.15460526324999999,3.649122807,0.8954469507499999,2.230576441,2.294789056,0.73884711775,0.70423976625,3.649122807,2.5559732665,3.649122807,0.29124566718318196,4
1367,Female,32,1,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['grid', 'line', 'horizontal', 'vertical', 'moment', 'green']",1-2 minutes,Frequently,"Clear, but not vivid","only morphing patterns, ongoing ","No change, fully alert in the here and now",,All over the screen,0.0,0.4221419563333333,0.10371517033333333,0.8523105146666666,0.5721247563333333,0.09494324049999998,3.553692237,1.1873363966666668,1.3393274853333335,2.491597048166667,0.406599833,0.9651907548333334,3.553692237,2.515406572,3.738986354666667,-1.298658456446869,6
1368,Female,51,8,Longer than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'line', 'geometric', 'shape', 'black', 'red', 'color', 'changing']",1-2 minutes,Frequently,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",,All over the screen,25.0,0.3453159041666667,0.09769880166666667,1.2971132896666668,0.37915305,0.058415032666666665,4.268995098,0.53314178,1.183120485,2.6490507314999996,0.35243930900000003,0.392621771,4.268995098,2.6490507314999996,4.268995098,0.9272073166352024,8
1369,Male,37,3,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'line', 'row', 'triangle']",1-2 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,"Got pretty sleepy towards the end, might've been the white noise",In the center,0.0,0.48986928100000005,0.044117647,1.258496732,0.2124183005,0.0588235295,3.8380718955,0.8908103592500001,1.93731203,1.6896825397500002,0.36607142849999996,0.7150793652499999,3.8380718955,2.3378968255,3.98373015875,-0.6626968069948487,4
1370,Male,60,4,Longer than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'dot', 'small', 'shape', 'moving', 'across', 'relaxing', 'time', 'heard', 'auditory', 'halucinations', 'faint', 'multiple', 'voice']",1-2 minutes,Frequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,just very relaxed. At times my mind drifted,All over the screen,14.285714285714285,1.3823976412499999,0.175729868,1.1943774011666666,1.2533771443333335,0.18201488199999996,3.048256675583333,1.3489669849166666,1.7596847816666665,2.8901669819999998,1.3369067015,1.2314678886666666,3.7661712536666663,3.1357986473333335,3.9649084975833335,-0.3447159822688385,14
1371,Female,30,1,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'triangle', 'vortecies']",about half way through 4-5 min,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,I found it easy to almost go cross-eyed and sink in,All over the screen,33.33333333333333,0.3,0.0,1.2,0.1666666665,0.0,3.9833333335,0.688888889,1.6916666665,1.688888889,0.375,0.477777778,3.9833333335,1.9138888889999999,3.9833333335,-1.298658456446869,3
1372,Male,27,2,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['grid', 'wheel', 'long', 'white', 'curved', 'diagonal', 'line', 'across', 'entire']",1-2 minutes,Frequently,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.0,0.7744367876666667,0.12913035588888888,1.103347305222222,0.3252257585555556,0.10617283955555555,3.8015140033333332,1.1069348454444445,1.6634857344444445,2.2440545808888888,0.5698121566666666,0.7194636423333334,3.8015140033333332,2.2440545808888888,3.8015140033333332,-0.9806776317208589,9
1373,Female,50,9,Less than 10min.,No,monitor,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['moving', 'like', 'vortex', 'swiping', 'motion', 'like', 'paintbrush', 'syncopated', 'lighting', 'across', 'wave', 'like', 'undulation']",1-2 minutes,"Frequently, Constantly","Clear, vivid, and/or bright","Brief moment or flash, Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,15.384615384615385,1.1908047870909089,0.40683621945454546,1.307400872090909,1.3996329757272727,0.4985569985454546,3.206224512181818,1.5164873316363632,2.425750031363636,2.8380631700909094,1.592547290090909,1.417833405181818,3.5568738629090912,3.497093567363636,3.780764025454545,1.2451881413612125,13
1374,Male,40,6,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['grid', 'lightning', 'effect', 'blue', 'red']",They began to emerge immediately,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,In the center,0.0,0.9240935672000001,0.27497076020000005,0.6697076022,0.7322807017999999,0.34807017560000003,3.8821637428000004,0.6231264436,0.9845545233999999,3.1575409112,0.7129146394,0.7116369358,3.8821637428000004,3.1575409112,3.9116374269999996,0.29124566718318196,5
1375,Male,27,8,Less than 10min.,No,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Complex objects (e.g., animals, faces, buildings)","['group', 'people', 'single', 'person', 'etc']",A few seconds,Frequently,"Clear, but not vivid",1-2 seconds,Became relaxed or sleepy,,All over the screen,20.0,2.918726741,0.57376395525,1.9875730995,1.34901648075,1.23763955325,3.844630516,1.59838935575,2.1499766575,3.21265172725,2.4865779645,1.459850607,3.844630516,3.21265172725,3.85004177125,0.9272073166352024,5
1376,Female,42,10,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Complex environments (e.g., cityscapes, forests)","['grove', 'wave', 'flower', 'flame', 'cloud']",They began to emerge immediately,Frequently,"Very vivid, almost real, or popping out of the screen",1-2 seconds,"Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place",Floating as if to another realm,All over the screen,0.0,1.0073202613999999,0.358627451,1.7993137254,0.6411764705999999,1.4727777778000002,4.403496731999999,0.8028092958,2.2320756438,2.626479836,0.3731784008,0.543148781,4.425718954200001,3.1106903623999997,4.425718954200001,1.5631689660872228,5
1379,Male,44,7,Longer than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['hair', 'around', 'periphery', 'monitor', 'acting', 'like', 'fluid', 'window', 'almost', 'like', 'inside', 'dark', 'moving', 'hairy', 'box', 'kept', 'thinking', 'large', 'spider', 'moving', 'room', 'especially', 'right', 'side', 'peripheral', 'vision']",1-2 minutes,Frequently,"Clear, but not vivid","Constant, morphing from one image to the next","Became relaxed or sleepy, Felt transported to another place, Lost a sense of space",A little hypnotised. The hairy box was cosy and the constantly evolving colourscape was relaxing.,In the periphery,0.0,0.9782548583076921,0.3003307126923077,1.5789347821538462,1.1154763532307694,0.42486754619230777,3.429149213269231,1.3048762903076927,1.8706949291153845,3.035343932884615,1.3061095715,1.1965135874615382,3.6312891786153845,3.2036340383846156,3.7827476878461535,0.6092264919091922,26
1380,Female,47,2,Didn't time it,Yes,Computer,No feeling about it one way or the other,"Colors other than red and black, half of a sailing ship, turning counter-clockwise; open book turning counter-clockwise; woman waist up sitting at desk","['half', 'sailing', 'ship', 'turning', 'open', 'book', 'turning', 'woman', 'waist', 'sitting', 'desk', 'green', 'flickering', 'color', 'yellow', 'color', 'orange']",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",1-2 seconds,"My stomach did flip a bit when the ship appeared to turn and I thought, ""Oh, that's fun."" But it went away as soon as I thought it.",,In the periphery,11.76470588235294,0.9633163368666667,0.4696065485333333,1.686300883,0.7399522933999999,0.619923849,3.9321157496,1.3480307721333333,1.9967307306,2.495306447933333,0.9023469100666667,1.5660335329999997,3.9789215686666664,3.0098293862666665,4.0254879846666665,-0.9806776317208589,17
1382,Female,27,6,Longer than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['hand', 'eye', 'silhouette', 'tree', 'rainbow', 'line', 'coat', 'zipper', 'face', 'lot', 'teeth', 'reason']",8-10,Infrequently,"Clear, but not vivid",1-2 seconds,Became relaxed or sleepy,meditative,everywhere depending on what I think I saw,0.0,1.0091775600000001,0.23796296299999997,2.0516067538333336,0.7916394335833333,0.32859477125,4.141984864,0.48084795308333333,1.66306390975,2.6903613199166667,1.01793024225,0.7076336675,4.249392271416667,3.618723893083333,4.345038658666667,0.29124566718318196,12
1383,Female,20,2,10min.,No,Mobile phone,"Somewhat enjoyable, but easy to stop",No,"['haotic', 'flash', 'sometimes', 'become', 'orderly']",A few seconds,Frequently,"Weak, faint, or insubstantial",Persisting several seconds,"No change, fully alert in the here and now",,In the center,20.0,1.28308270675,0.14007936499999998,0.479427736,0.98642439425,0.161111111,2.984962406,0.6312969927500001,1.0715225565,2.45761278225,0.9234022557499999,0.64060150375,3.06829573925,2.45761278225,3.075605681,-0.9806776317208589,5
1384,Female,69,2,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Colors other than red and black","['hardly', 'anything', 'vague', 'blob', 'color', 'yellow', 'blue', 'green', 'edge', 'real', 'shape']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,9.090909090909092,1.3179179288,0.7834396542,1.5656548512000001,1.0062557854,0.7660185724999999,3.638261429,0.8520482044,1.2967718742,2.7765190897,0.9861241977999999,0.7952277859000001,3.7487877448,2.7808669158,3.7806762896999997,-0.9806776317208589,11
1385,Male,42,7,Less than 10min.,No,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['haunting', 'screaming', 'face', 'eye', 'mouth', 'wide', 'open']",A few seconds,Infrequently,"Clear, but not vivid",Persisting several seconds,As if in a dreamlike state,,In the periphery,14.285714285714285,1.3748889176666668,0.4107298475,1.8570304436666667,0.9112071438333332,0.22182662533333333,3.6876877651666664,0.395802005,1.073475355,2.7285714285,2.476900584833334,0.38575605683333336,4.0522710984999994,3.894360902166666,4.4416473168333335,0.6092264919091922,7
1386,Male,66,5,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['hazy', 'pattern', 'mostly', 'hexagon', 'blinked', 'closed', 'eye', 'momentarily', 'clear', 'crisp', 'bright', 'green', 'rectangle']",A few seconds,Frequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now",,In the center,0.0,1.0591030744615386,0.2830922045384615,0.9956856223076923,0.619088398,0.18261415223076924,3.6914289872307697,0.33081175784615385,0.9585687446923077,2.819430741230769,0.8193972866153845,0.3450723339230769,3.7837366795384617,3.0074649293076923,3.8413165265384612,-0.026735157542828254,13
1388,Female,59,10,Less than 10min.,No,Computer,"Unpleasant, wanted it to stop",Colors other than red and black,"['head', 'halo', 'different', 'colour']",A few seconds,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"Lost a sense of space, confused",It was not pleasant at all,In the center,0.0,0.8613721805000001,0.38032581475000005,1.19158496725,0.9323400412499999,0.45802005,4.19696913875,0.51257974475,1.10769537475,3.8154704942499995,1.390929027,0.580362839,4.19696913875,3.8154704942499995,4.23644282275,1.5631689660872228,4
1389,Male,41,2,Less than 10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['heap', 'grass', 'geometrical', 'line']",A few seconds,Frequently,Clear and moderately vivid,Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.0,0.6483824415,0.25278030124999995,1.9990805772499998,0.32739788575,0.8810147592500001,4.2235313009999995,1.25964912275,1.3390037595,2.146303258,0.264254386,0.33609022575,4.2235313009999995,2.21209273175,4.2235313009999995,-0.9806776317208589,4
1390,Male,30,3,10min.,No,Computer,No feeling about it one way or the other,Colors other than red and black,"['heard', 'lot', 'classical', 'music', 'white', 'noise', 'visual', 'imagery', 'felt', 'constantly', 'verge', 'changing', 'colour', 'green', 'could', 'convince', 'mind', 'happened', 'thought', 'shape', 'mind', 'refuse', 'agree']",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,13.043478260869565,1.7431043195499996,0.25017204514999997,0.77076455715,1.3502199026000001,0.24349484930000004,2.6998443645,0.5626915451500001,1.0642451326500002,3.25910594455,1.2761750395000004,0.57204701645,3.7020112682500006,3.43165559695,3.94037878635,-0.6626968069948487,23
1391,Male,39,1,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['heard', 'music', 'start', 'color', 'zooming', 'line', 'sphere', 'towards', 'end', 'surprising', 'feeling', 'fear', 'sense', 'someone', 'snuck', 'behind', 'figure', 'emotional', 'burst', 'fear', 'really', 'surprising']",5-7 minutes,Frequently,"Clear and moderately vivid, Clear, vivid, and/or bright","Persisting several seconds, Constant, morphing from one image to the next","Became relaxed or sleepy, Lost a sense of time, Lost a sense of space","After several minutes felt sleepy. Then towards the end, (and this is uncharacteristic of me) felt fear, felt someone sneak up behind me (I'm alone.) ",In the center,13.636363636363635,1.9288073845263156,0.3674693288947369,1.2198193173157896,1.957099394263158,0.45069492215789475,2.8822595039473686,1.2822127088421051,1.5620318738947367,2.8572435874210522,1.4138618076315794,1.2802316796842106,3.6257115852105257,2.8724064946842103,3.6965018982105264,-1.298658456446869,22
1392,Male,22,3,Less than 10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['heart', 'shape', 'butterfly', 'spiral']",A few seconds,Frequently,"Clear, but not vivid",Brief moment or flash,As if in a dreamlike state,Lapsing in and out of focus ,All over the screen,0.0,0.73723447725,0.11621732025,1.719362745,1.2198733659999998,0.0694444445,3.7558210785,0.57619047625,1.66964285725,2.075595238,0.27678571425000004,1.28928571425,4.1169321895,2.69464285725,4.1169321895,-0.6626968069948487,4
1393,"One male, one female",10 and 11,0,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, hearts, patterns","['heart', 'crap', 'pattern', 'spiderwebs', 'grid']",A few seconds,"Constantly, Almost the whole time.","Weak, faint, or insubstantial, Blurry images.","Brief moment or flash, 1-2 seconds, Persisting several seconds, Constant, morphing from one image to the next, 0.5-2 minutes!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",As if in a dreamlike state,"Like,,,,, (n dislaik) dreamy.?",,20.0,1.3227124185,0.134502924,1.193240454,1.458505332,0.820992432,3.2510319917499997,0.443277311,1.08415032675,2.02614379075,0.50105042025,1.5981559292499998,3.61214310275,2.6610644260000003,3.61214310275,-1.6166392811728794,5
1394,Female,51,7,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['heart', 'star', 'moom', 'cross', 'chaple', 'steeple', 'face', 'eye', 'circle', 'ball']",They began to emerge immediately,Constantly,"Clear, vivid, and/or bright",Persisting several seconds,Became relaxed or sleepy,"Calm, trance like but fully aware ",All over the screen,20.0,0.599877451,0.11945089437499999,1.54428212075,0.8474544203750001,0.093055555625,4.046876074875,0.756547619,1.5151785715,2.67291666675,0.9214285715,0.841964285875,4.2274316303749995,3.2473214287500003,4.286196803125,0.6092264919091922,10
1395,Male,31,1,Less than 10min.,No,Mobile phone,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['helicopter', 'blade', 'center', 'constantly', 'moving', 'turned', 'orb', 'changing', 'size', 'also', 'constantly', 'moving', 'changing', 'size']",1-2 minutes,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,14.285714285714285,1.0511020196666665,0.16534391541666665,1.5303290907500002,0.7989151799999998,0.11087768458333334,3.33099087575,1.529182229333333,2.0622754390833333,2.5116866515,1.2031367114999998,1.3796128864999997,3.33099087575,2.756678052333333,3.563323342,-1.298658456446869,14
1396,Female,31,10,Less than 10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['helicopter', 'fan', 'purple', 'orange', 'line', 'creating', 'geometric', 'pattern']",A few seconds,Frequently,"Clear, vivid, and/or bright",Persisting several seconds,"As if in a dreamlike state, Lost a sense of time, Lost a sense of space",Felt hypnotized,All over the screen,12.5,1.6830065360000002,0.6542366947142856,1.4742230225714283,0.3550003334285714,0.5612745098571429,4.139397425714286,0.42277953428571424,1.1769132452857143,2.530049595571428,0.6423596711428571,0.43060208914285714,4.198220954999999,2.5906556561428573,4.198220954999999,1.5631689660872228,8
